pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,Line_1.started,Line_2.started,Line_3.started,Line_4.started,fixation.stopped,Probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
-150,z,11,3,2,z,1,0.34526710002683103,None,2,3,11,3,,,,,27.51781199988909,,27.512382599990815,27.51781199988909,28.503748999908566,28.503748999908566,28.503748999908566,28.503748999908566,28.510565100004897,29.50370780006051,29.50370780006051,29.85238159983419,z,1,0.34526710002683103,None,,,,,704236,001,2025-10-04_08h12.23.123,Motor Learning,2024.2.4,143.41667235551566,2025-10-04 08h12.32.724477 +0530,
-50,x,12,0,3,x,1,0.40794790000654757,None,3,0,12,0,,,,,29.85773739987053,,29.85270749987103,29.85773739987053,30.84376489999704,30.84376489999704,30.84376489999704,30.84376489999704,30.850619100034237,31.843583999900147,31.843583999900147,32.25464759999886,x,1,0.40794790000654757,None,,,,,704236,001,2025-10-04_08h12.23.123,Motor Learning,2024.2.4,143.41667235551566,2025-10-04 08h12.32.724477 +0530,
150,v,13,1,3,v,1,0.9531804998405278,None,3,1,13,1,,,,,32.26006959984079,,32.25498149986379,32.26006959984079,33.246099199866876,33.246099199866876,33.246099199866876,33.246099199866876,33.25305509986356,34.245969800045714,34.245969800045714,35.20565559994429,v,1,0.9531804998405278,None,,,,,704236,001,2025-10-04_08h12.23.123,Motor Learning,2024.2.4,143.41667235551566,2025-10-04 08h12.32.724477 +0530,
50,c,14,2,3,c,1,0.5685435999184847,None,3,2,14,2,,,,,35.21114429994486,,35.20602110004984,35.21114429994486,36.19695489993319,36.19695489993319,36.19695489993319,36.19695489993319,36.20384919992648,37.19704289990477,37.19704289990477,37.76800669985823,c,1,0.5685435999184847,None,,,,,704236,001,2025-10-04_08h12.23.123,Motor Learning,2024.2.4,143.41667235551566,2025-10-04 08h12.32.724477 +0530,
-150,z,15,3,3,z,1,0.4940952998585999,None,3,3,15,3,,,,,37.77325799991377,,37.76832009991631,37.77325799991377,38.75904749985784,38.75904749985784,38.75904749985784,38.75904749985784,38.76623660000041,39.75910450005904,39.75910450005904,40.26006289990619,z,1,0.4940952998585999,None,,,,,704236,001,2025-10-04_08h12.23.123,Motor Learning,2024.2.4,143.41667235551566,2025-10-04 08h12.32.724477 +0530,
-50,x,16,0,4,x,1,0.29579870007000864,None,4,0,16,0,,,,,40.26575989997946,,40.26036769989878,40.26575989997946,41.251906499965116,41.251906499965116,41.251906499965116,41.251906499965116,41.25866219983436,42.25180880003609,42.25180880003609,42.551623799838126,x,1,0.29579870007000864,None,,,,,704236,001,2025-10-04_08h12.23.123,Motor Learning,2024.2.4,143.41667235551566,2025-10-04 08h12.32.724477 +0530,
150,v,17,1,4,v,1,0.49649219983257353,None,4,1,17,1,,,,,42.557688700035214,,42.55197569984011,42.557688700035214,43.5433324999176,43.5433324999176,43.5433324999176,43.5433324999176,43.55002740002237,44.543170399963856,44.543170399963856,45.04423050000332,v,1,0.49649219983257353,None,,,,,704236,001,2025-10-04_08h12.23.123,Motor Learning,2024.2.4,143.41667235551566,2025-10-04 08h12.32.724477 +0530,
50,c,18,2,4,c,1,0.27325640013441443,None,4,2,18,2,,,,,45.04983919998631,,45.044636899838224,45.04983919998631,46.036015199963,46.036015199963,46.036015199963,46.036015199963,46.043020099867135,47.03581689996645,47.03581689996645,47.31439479999244,c,1,0.27325640013441443,None,,,,,704236,001,2025-10-04_08h12.23.123,Motor Learning,2024.2.4,143.41667235551566,2025-10-04 08h12.32.724477 +0530,
-150,z,19,3,4,z,1,0.3516990998759866,None,4,3,19,3,,,,,47.32037249999121,,47.31472719996236,47.32037249999121,48.306522799888626,48.306522799888626,48.306522799888626,48.306522799888626,48.31354740005918,49.30637499992736,49.30637499992736,49.66176459984854,z,1,0.3516990998759866,None,,,,,704236,001,2025-10-04_08h12.23.123,Motor Learning,2024.2.4,143.41667235551566,2025-10-04 08h12.32.724477 +0530,
-50,x,20,0,5,x,1,0.2550857001915574,None,5,0,20,0,,,,,49.66744580003433,,49.662091200007126,49.66744580003433,50.65332240005955,50.65332240005955,50.65332240005955,50.65332240005955,50.66046819998883,51.65308519988321,51.65308519988321,51.911826899973676,x,1,0.2550857001915574,None,,,,,704236,001,2025-10-04_08h12.23.123,Motor Learning,2024.2.4,143.41667235551566,2025-10-04 08h12.32.724477 +0530,
150,v,21,1,5,v,1,0.3415510000195354,None,5,1,21,1,,,,,51.9170998998452,,51.91220190003514,51.9170998998452,52.90315330005251,52.90315330005251,52.90315330005251,52.90315330005251,52.91057959990576,53.902890200028196,53.902890200028196,54.250979899894446,v,1,0.3415510000195354,None,,,,,704236,001,2025-10-04_08h12.23.123,Motor Learning,2024.2.4,143.41667235551566,2025-10-04 08h12.32.724477 +0530,
50,c,22,2,5,c,1,0.41225789999589324,None,5,2,22,2,,,,,54.25711889984086,,54.25126349995844,54.25711889984086,55.242996299872175,55.242996299872175,55.242996299872175,55.242996299872175,55.25006469991058,56.24285479984246,56.24285479984246,56.66064929985441,c,1,0.41225789999589324,None,,,,,704236,001,2025-10-04_08h12.23.123,Motor Learning,2024.2.4,143.41667235551566,2025-10-04 08h12.32.724477 +0530,
-150,z,23,3,5,z,1,0.2670080999378115,None,5,3,23,3,,,,,56.666422500042245,,56.66101839998737,56.666422500042245,57.65240260004066,57.65240260004066,57.65240260004066,57.65240260004066,57.65932910004631,58.65207209996879,58.65207209996879,58.92440799996257,z,1,0.2670080999378115,None,,,,,704236,001,2025-10-04_08h12.23.123,Motor Learning,2024.2.4,143.41667235551566,2025-10-04 08h12.32.724477 +0530,
-50,x,24,0,6,x,1,0.2419340000487864,None,6,0,24,0,,,,,58.92994549986906,,58.92475640005432,58.92994549986906,59.91586609999649,59.91586609999649,59.91586609999649,59.91586609999649,59.922781999921426,60.91574309999123,60.91574309999123,61.15989959985018,x,1,0.2419340000487864,None,,,,,704236,001,2025-10-04_08h12.23.123,Motor Learning,2024.2.4,143.41667235551566,2025-10-04 08h12.32.724477 +0530,
150,v,25,1,6,v,1,0.3260562000796199,None,6,1,25,1,,,,,61.16562069999054,,61.1603000999894,61.16562069999054,62.15176619985141,62.15176619985141,62.15176619985141,62.15176619985141,62.15872139995918,63.15163279999979,63.15163279999979,63.479831599863246,v,1,0.3260562000796199,None,,,,,704236,001,2025-10-04_08h12.23.123,Motor Learning,2024.2.4,143.41667235551566,2025-10-04 08h12.32.724477 +0530,
50,c,26,2,6,c,1,0.32535449997521937,None,6,2,26,2,,,,,63.48474849993363,,63.480201799888164,63.48474849993363,64.4708864998538,64.4708864998538,64.4708864998538,64.4708864998538,64.47775790002197,65.47069919994101,65.47069919994101,65.79838759987615,c,1,0.32535449997521937,None,,,,,704236,001,2025-10-04_08h12.23.123,Motor Learning,2024.2.4,143.41667235551566,2025-10-04 08h12.32.724477 +0530,
