pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,Line_1.started,Line_2.started,Line_3.started,Line_4.started,fixation.stopped,Probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
-50,x,0,0,0,x,1,2.485515000007581,None,0,0,0,0,,,,,0.011056000003009103,,0.007776500002364628,0.011056000003009103,0.9948479000013322,0.9948479000013322,0.9948479000013322,0.9948479000013322,1.001798500001314,1.9948662999959197,1.9948662999959197,4.485962599996128,x,1,2.485515000007581,None,,,,,066430,001,2025-10-05_23h21.42.028,Motor Learning,2024.2.4,145.83275607551627,2025-10-05 23h21.52.395922 +0530,
150,v,1,1,0,v,1,1.0781181999918772,None,0,1,1,1,,,,,4.490309000000707,,4.486332799991942,4.490309000000707,5.4803730999992695,5.4803730999992695,5.4803730999992695,5.4803730999992695,5.4803730999992695,6.480269199993927,6.480269199993927,7.564710599996033,v,1,1.0781181999918772,None,,,,,066430,001,2025-10-05_23h21.42.028,Motor Learning,2024.2.4,145.83275607551627,2025-10-05 23h21.52.395922 +0530,
50,c,2,2,0,c,1,1.3319525999977486,None,0,2,2,2,,,,,7.570418300005258,,7.565045900002588,7.570418300005258,8.556143399997381,8.556143399997381,8.556143399997381,8.556143399997381,8.564016699994681,9.556210199996713,9.556210199996713,10.89079700000002,c,1,1.3319525999977486,None,,,,,066430,001,2025-10-05_23h21.42.028,Motor Learning,2024.2.4,145.83275607551627,2025-10-05 23h21.52.395922 +0530,
-150,z,3,3,0,z,1,0.6731212000013329,None,0,3,3,3,,,,,10.896258699998725,,10.891252200002782,10.896258699998725,11.882318999996642,11.882318999996642,11.882318999996642,11.882318999996642,11.889235299997381,12.882260200000019,12.882260200000019,13.55837210000027,z,1,0.6731212000013329,None,,,,,066430,001,2025-10-05_23h21.42.028,Motor Learning,2024.2.4,145.83275607551627,2025-10-05 23h21.52.395922 +0530,
-50,x,4,0,1,x,1,0.6713601000083145,None,1,0,4,0,,,,,13.562923499994213,,13.558785600005649,13.562923499994213,14.548477799995453,14.548477799995453,14.548477799995453,14.548477799995453,14.555355799995596,15.54842560000543,15.54842560000543,16.223375000001397,x,1,0.6713601000083145,None,,,,,066430,001,2025-10-05_23h21.42.028,Motor Learning,2024.2.4,145.83275607551627,2025-10-05 23h21.52.395922 +0530,
150,v,5,1,1,v,1,0.7725710999948205,None,1,1,5,1,,,,,16.228762300001108,,16.223795700003393,16.228762300001108,17.214855099999113,17.214855099999113,17.214855099999113,17.214855099999113,17.221667199992226,18.214751399995293,18.214751399995293,18.993710299997474,v,1,0.7725710999948205,None,,,,,066430,001,2025-10-05_23h21.42.028,Motor Learning,2024.2.4,145.83275607551627,2025-10-05 23h21.52.395922 +0530,
50,c,6,2,1,c,1,1.2379362000065157,None,1,2,6,2,,,,,18.99920239999483,,18.994131300001754,18.99920239999483,19.985361400002148,19.985361400002148,19.985361400002148,19.985361400002148,19.99211999999534,20.984998200001428,20.984998200001428,22.229355899995426,c,1,1.2379362000065157,None,,,,,066430,001,2025-10-05_23h21.42.028,Motor Learning,2024.2.4,145.83275607551627,2025-10-05 23h21.52.395922 +0530,
-150,z,7,3,1,z,1,0.6496290000068257,None,1,3,7,3,,,,,22.234783299994888,,22.229720599993016,22.234783299994888,23.220794099994237,23.220794099994237,23.220794099994237,23.220794099994237,23.227774600003613,24.220528799996828,24.220528799996828,24.874346099997638,z,1,0.6496290000068257,None,,,,,066430,001,2025-10-05_23h21.42.028,Motor Learning,2024.2.4,145.83275607551627,2025-10-05 23h21.52.395922 +0530,
-50,x,8,0,2,x,1,0.6795536999998149,None,2,0,8,0,,,,,24.880180599997402,,24.874557799994363,24.880180599997402,25.867198199994164,25.867198199994164,25.867198199994164,25.867198199994164,25.87337590000243,26.866160499994294,26.866160499994294,27.548731400005636,x,1,0.6795536999998149,None,,,,,066430,001,2025-10-05_23h21.42.028,Motor Learning,2024.2.4,145.83275607551627,2025-10-05 23h21.52.395922 +0530,
150,v,9,1,2,v,1,0.4817878999892855,None,2,1,9,1,,,,,27.55362469999818,,27.54910239999299,27.55362469999818,28.539595099995495,28.539595099995495,28.539595099995495,28.539595099995495,28.546603499999037,29.539452600001823,29.539452600001823,30.02697760000592,v,1,0.4817878999892855,None,,,,,066430,001,2025-10-05_23h21.42.028,Motor Learning,2024.2.4,145.83275607551627,2025-10-05 23h21.52.395922 +0530,
50,c,10,2,2,c,1,0.7247158999962267,None,2,2,10,2,,,,,30.032431899991934,,30.02733709999302,30.032431899991934,31.01841720000084,31.01841720000084,31.01841720000084,31.01841720000084,31.025326599992695,32.01807720000215,32.01807720000215,32.74936349999916,c,1,0.7247158999962267,None,,,,,066430,001,2025-10-05_23h21.42.028,Motor Learning,2024.2.4,145.83275607551627,2025-10-05 23h21.52.395922 +0530,
-150,z,11,3,2,z,1,0.5084258999995654,None,2,3,11,3,,,,,32.7542642000044,,32.74978480000573,32.7542642000044,33.74030859999766,33.74030859999766,33.74030859999766,33.74030859999766,33.74732429999858,34.740056800001184,34.740056800001184,35.25539770000614,z,1,0.5084258999995654,None,,,,,066430,001,2025-10-05_23h21.42.028,Motor Learning,2024.2.4,145.83275607551627,2025-10-05 23h21.52.395922 +0530,
-50,x,12,0,3,x,1,0.6530619999975897,None,3,0,12,0,,,,,35.26060169999255,,35.25580090000585,35.26060169999255,36.2467450999975,36.2467450999975,36.2467450999975,36.2467450999975,36.253769599992665,37.24652040000365,37.24652040000365,37.9020196999918,x,1,0.6530619999975897,None,,,,,066430,001,2025-10-05_23h21.42.028,Motor Learning,2024.2.4,145.83275607551627,2025-10-05 23h21.52.395922 +0530,
150,v,13,1,3,v,1,0.6079861999896821,None,3,1,13,1,,,,,37.906346699994174,,37.902436799995485,37.906346699994174,38.892263400004595,38.892263400004595,38.892263400004595,38.892263400004595,38.89914929999213,39.892056700002286,39.892056700002286,40.50443400000222,v,1,0.6079861999896821,None,,,,,066430,001,2025-10-05_23h21.42.028,Motor Learning,2024.2.4,145.83275607551627,2025-10-05 23h21.52.395922 +0530,
50,c,14,2,3,c,1,0.5456076999980723,None,3,2,14,2,,,,,40.50996670000313,,40.50485230000049,40.50996670000313,41.495949499993,41.495949499993,41.495949499993,41.495949499993,41.50295239999832,42.49587660000543,42.49587660000543,43.04611320000549,c,1,0.5456076999980723,None,,,,,066430,001,2025-10-05_23h21.42.028,Motor Learning,2024.2.4,145.83275607551627,2025-10-05 23h21.52.395922 +0530,
-150,z,15,3,3,z,1,0.5202472999953898,None,3,3,15,3,,,,,43.05127290000382,,43.046527099999366,43.05127290000382,44.03728429999319,44.03728429999319,44.03728429999319,44.03728429999319,44.044325599999866,45.03722199999902,45.03722199999902,45.559591700002784,z,1,0.5202472999953898,None,,,,,066430,001,2025-10-05_23h21.42.028,Motor Learning,2024.2.4,145.83275607551627,2025-10-05 23h21.52.395922 +0530,
