pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,fixation.started,Line_1.started,Line_2.started,Line_3.started,Line_4.started,fixation.stopped,Probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
-150,z,23,3,5,z,1,0.3815737000113586,None,5,3,23,3,,,,,70.65598379999574,,70.65075830000569,70.65598379999574,71.64193599999999,71.64193599999999,71.64193599999999,71.64193599999999,71.64884439999878,72.64187429999583,72.64187429999583,73.02581540000392,z,1,0.3815737000113586,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
-50,x,24,0,6,x,1,0.46973379999690223,None,6,0,24,0,,,,,73.0304490999988,,73.0261945999955,73.0304490999988,74.01651539999875,74.01651539999875,74.01651539999875,74.01651539999875,74.02357839999604,75.01656449999427,75.01656449999427,75.48999950000143,x,1,0.46973379999690223,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
150,v,25,1,6,v,1,0.9219347000034759,None,6,1,25,1,,,,,75.49551740000607,,75.49036280000291,75.49551740000607,76.48156079999171,76.48156079999171,76.48156079999171,76.48156079999171,76.48869800000102,77.48161059999256,77.48161059999256,78.40645149999182,v,1,0.9219347000034759,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
50,c,26,2,6,c,1,1.6377331999974558,None,6,2,26,2,,,,,78.41179509999347,,78.40676820000226,78.41179509999347,79.39788079999562,79.39788079999562,79.39788079999562,79.39788079999562,79.4048005999939,80.397636099995,80.397636099995,82.03828809999686,c,1,1.6377331999974558,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
-150,z,27,3,6,z,1,0.4858715000009397,None,6,3,27,3,,,,,82.04326969999238,,82.03867589999572,82.04326969999238,83.02931309999258,83.02931309999258,83.02931309999258,83.02931309999258,83.03631969999697,84.0291167999967,84.0291167999967,84.51665879999928,z,1,0.4858715000009397,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
-50,x,28,0,7,x,1,0.4641940000001341,None,7,0,28,0,,,,,84.52203350000491,,84.51709209999535,84.52203350000491,85.50795590000052,85.50795590000052,85.50795590000052,85.50795590000052,85.51498959999299,86.50814619999437,86.50814619999437,86.97523280000314,x,1,0.4641940000001341,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
150,v,29,1,7,v,1,1.4942760999983875,None,7,1,29,1,,,,,86.9800605000055,,86.97570700000506,86.9800605000055,87.9660867999919,87.9660867999919,87.9660867999919,87.9660867999919,87.97297600000456,88.9659329999995,88.9659329999995,90.46721829999296,v,1,1.4942760999983875,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
50,c,30,2,7,c,1,1.4489201999967918,None,7,2,30,2,,,,,90.47268439999607,,90.46761399999377,90.47268439999607,91.45855700000538,91.45855700000538,91.45855700000538,91.45855700000538,91.46545600000536,92.45847640000284,92.45847640000284,93.91140670000459,c,1,1.4489201999967918,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
-150,z,31,3,7,z,1,0.4457735000032699,None,7,3,31,3,,,,,93.91652470000554,,93.91181839999626,93.91652470000554,94.9025599000015,94.9025599000015,94.9025599000015,94.9025599000015,94.90954029999557,95.90241349999269,95.90241349999269,96.3561183999991,z,1,0.4457735000032699,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
-50,x,32,0,8,x,1,0.5470829000114463,None,8,0,32,0,,,,,96.36058900000353,,96.35647969999991,96.36058900000353,97.34670280000137,97.34670280000137,97.34670280000137,97.34670280000137,97.35373170000094,98.34636700000556,98.34636700000556,98.89663740000105,x,1,0.5470829000114463,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
150,v,33,1,8,v,1,0.804504600004293,None,8,1,33,1,,,,,98.90205059999425,,98.89700889999222,98.90205059999425,99.88796120000188,99.88796120000188,99.88796120000188,99.88796120000188,99.89488049999636,100.88782489999721,100.88782489999721,101.69499540000106,v,1,0.804504600004293,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
50,c,34,2,8,c,1,0.5636880000092788,None,8,2,34,2,,,,,101.70018379999965,,101.69539649999933,101.70018379999965,102.68617600000289,102.68617600000289,102.68617600000289,102.68617600000289,102.69313630000397,103.6859553999966,103.6859553999966,104.25676220000605,c,1,0.5636880000092788,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
-150,z,35,3,8,z,1,0.6260209000029135,None,8,3,35,3,,,,,104.26228409999749,,104.25713519999408,104.26228409999749,105.24817380000604,105.24817380000604,105.24817380000604,105.24817380000604,105.25508269999409,106.24878480000189,106.24878480000189,106.88199809999787,z,1,0.6260209000029135,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
-50,x,36,0,9,x,1,0.7016173000010895,None,9,0,36,0,,,,,106.88676470000064,,106.88236970000435,106.88676470000064,107.87282639999466,107.87282639999466,107.87282639999466,107.87282639999466,107.87980640000023,108.87258189999557,108.87258189999557,109.57592770000338,x,1,0.7016173000010895,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
150,v,37,1,9,v,1,0.6261587000044528,None,9,1,37,1,,,,,109.5809631000011,,109.57627879999927,109.5809631000011,110.56681299999764,110.56681299999764,110.56681299999764,110.56681299999764,110.57369799999287,111.56669560000591,111.56669560000591,112.19974450000154,v,1,0.6261587000044528,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
50,c,38,2,9,c,1,0.5565433999872766,None,9,2,38,2,,,,,112.20561940000334,,112.20016900000337,112.20561940000334,113.19145199999912,113.19145199999912,113.19145199999912,113.19145199999912,113.19844500000181,114.19148629999836,114.19148629999836,114.75555319999694,c,1,0.5565433999872766,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
-150,z,39,3,9,z,1,0.49437590000161435,None,9,3,39,3,,,,,114.76070669999172,,114.75595710000198,114.76070669999172,115.74675229999411,115.74675229999411,115.74675229999411,115.74675229999411,115.75354259999585,116.74660270000459,116.74660270000459,117.24741999999969,z,1,0.49437590000161435,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
-50,x,40,0,10,x,1,0.4507233000040287,None,10,0,40,0,,,,,117.25348679999297,,117.24781669999356,117.25348679999297,118.23958929999208,118.23958929999208,118.23958929999208,118.23958929999208,118.24644610000541,119.23933719999332,119.23933719999332,119.69223729999794,x,1,0.4507233000040287,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
150,v,41,1,10,v,1,1.1371998999966308,None,10,1,41,1,,,,,119.69658809999237,,119.69266859999334,119.69658809999237,120.68340019999596,120.68340019999596,120.68340019999596,120.68340019999596,120.69052089999605,121.6834186000051,121.6834186000051,122.82373419999203,v,1,1.1371998999966308,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
50,c,42,2,10,c,1,0.6363467000046512,None,10,2,42,2,,,,,122.82883630000288,,122.8241202999925,122.82883630000288,123.81397859999561,123.81397859999561,123.81397859999561,123.81397859999561,123.82092709999415,124.81474079999316,124.81474079999316,125.4552154999983,c,1,0.6363467000046512,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
-150,z,43,3,10,z,1,0.2980897000088589,None,10,3,43,3,,,,,125.46050839999225,,125.45561160000216,125.46050839999225,126.44637049999437,126.44637049999437,126.44637049999437,126.44637049999437,126.45361389999744,127.44616409999435,127.44616409999435,127.74620819999836,z,1,0.2980897000088589,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
-50,x,44,0,11,x,1,0.46320890000788495,None,11,0,44,0,,,,,127.75199489999795,,127.74651280000398,127.75199489999795,128.7378469999967,128.7378469999967,128.7378469999967,128.7378469999967,128.74481609999202,129.73779709999508,129.73779709999508,130.2046532999957,x,1,0.46320890000788495,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
150,v,45,1,11,v,1,0.639471999995294,None,11,1,45,1,,,,,130.20984349999344,,130.20507409999846,130.20984349999344,131.1957662999921,131.1957662999921,131.1957662999921,131.1957662999921,131.20285699999658,132.19569870000123,132.19569870000123,132.83700430000317,v,1,0.639471999995294,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
50,c,46,2,11,c,1,0.6078719000070123,None,11,2,46,2,,,,,132.84115360000578,,132.83739929999865,132.84115360000578,133.8273371999967,133.8273371999967,133.8273371999967,133.8273371999967,133.83474649999698,134.82734139999957,134.82734139999957,135.4385772999958,c,1,0.6078719000070123,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
-150,z,47,3,11,z,1,0.46437869999499526,None,11,3,47,3,,,,,135.44489769999927,,135.43877300000167,135.44489769999927,136.4311183999962,136.4311183999962,136.4311183999962,136.4311183999962,136.43806889999541,137.43113460000313,137.43113460000313,137.8981180999981,z,1,0.46437869999499526,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
-50,x,48,0,12,x,1,0.3357121000008192,None,12,0,48,0,,,,,137.9032298999955,,137.89852099999553,137.9032298999955,138.88921429999755,138.88921429999755,138.88921429999755,138.88921429999755,138.8961796999938,139.88901319999422,139.88901319999422,140.23065060000226,x,1,0.3357121000008192,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
150,v,49,1,12,v,1,0.3591177000052994,None,12,1,49,1,,,,,140.23631690000184,,140.2309957999969,140.23631690000184,141.222173999995,141.222173999995,141.222173999995,141.222173999995,141.22912629999337,142.22224339999957,142.22224339999957,142.58485270000529,v,1,0.3591177000052994,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
50,c,50,2,12,c,1,0.2691541999956826,None,12,2,50,2,,,,,142.59010529999796,,142.58524729999772,142.59010529999796,143.57599050000135,143.57599050000135,143.57599050000135,143.57599050000135,143.5828892999998,144.57591179999872,144.57591179999872,144.84817430000112,c,1,0.2691541999956826,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
-150,z,51,3,12,z,1,0.235687099993811,None,12,3,51,3,,,,,144.85352930000226,,144.84861529999762,144.85352930000226,145.83954190000077,145.83954190000077,145.83954190000077,145.83954190000077,145.84652720000304,146.8395865999919,146.8395865999919,147.07797579999897,z,1,0.235687099993811,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
-50,x,52,0,13,x,1,0.23214870000083465,None,13,0,52,0,,,,,147.08239510000567,,147.07839609999792,147.08239510000567,148.0684767000057,148.0684767000057,148.0684767000057,148.0684767000057,148.07535009999992,149.0682850000012,149.0682850000012,149.30587729999388,x,1,0.23214870000083465,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
150,v,53,1,13,v,1,0.3141821000026539,None,13,1,53,1,,,,,149.3112347999995,,149.3063201000041,149.3112347999995,150.2972199999931,150.2972199999931,150.2972199999931,150.2972199999931,150.304149100004,151.2969607999985,151.2969607999985,151.61786840000423,v,1,0.3141821000026539,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
50,c,54,2,13,c,1,0.27326820000598673,None,13,2,54,2,,,,,151.6234123000031,,151.6182850000041,151.6234123000031,152.60945400000492,152.60945400000492,152.60945400000492,152.60945400000492,152.61649380000017,153.60930290000397,153.60930290000397,153.88868809999258,c,1,0.27326820000598673,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
-150,z,55,3,13,z,1,0.42949579999549314,None,13,3,55,3,,,,,153.89384319999954,,153.8890781999944,153.89384319999954,154.87982519999787,154.87982519999787,154.87982519999787,154.87982519999787,154.88688289999845,155.87945959999342,155.87945959999342,156.31068110000342,z,1,0.42949579999549314,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
-50,x,56,0,14,x,1,0.3383608000003733,None,14,0,56,0,,,,,156.31711319999886,,156.3109034999943,156.31711319999886,157.30305580000277,157.30305580000277,157.30305580000277,157.30305580000277,157.3101883999916,158.30317489999288,158.30317489999288,158.64524959999835,x,1,0.3383608000003733,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
150,v,57,1,14,v,1,0.3550057999964338,None,14,1,57,1,,,,,158.6501522000035,,158.6457042999973,158.6501522000035,159.6361867999949,159.6361867999949,159.6361867999949,159.6361867999949,159.64317260000098,160.63591749999614,160.63591749999614,160.9986116999935,v,1,0.3550057999964338,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
50,c,58,2,14,c,1,0.3106261000066297,None,14,2,58,2,,,,,161.00403880000522,,160.9990106000041,161.00403880000522,161.99000399999204,161.99000399999204,161.99000399999204,161.99000399999204,161.99683659999573,162.98987160000252,162.98987160000252,163.30480509999325,c,1,0.3106261000066297,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
-150,z,59,3,14,z,1,0.33574499998940155,None,14,3,59,3,,,,,163.30939720000606,,163.30526300000201,163.30939720000606,164.29505649999192,164.29505649999192,164.29505649999192,164.29505649999192,164.30224619999353,165.2947606999951,165.2947606999951,165.63683819999278,z,1,0.33574499998940155,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
-50,x,60,0,15,x,1,0.43092640000395477,None,15,0,60,0,,,,,165.6423075999919,,165.6372784999985,165.6423075999919,166.6280928000051,166.6280928000051,166.6280928000051,166.6280928000051,166.635134199998,167.62814240000444,167.62814240000444,168.06657619999896,x,1,0.43092640000395477,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
150,v,61,1,15,v,1,0.2881748000072548,None,15,1,61,1,,,,,168.07239739999932,,168.0670359999931,168.07239739999932,169.0584138999984,169.0584138999984,169.0584138999984,169.0584138999984,169.06526859999576,170.05841359999613,170.05841359999613,170.3512264000019,v,1,0.2881748000072548,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
50,c,62,2,15,c,1,0.4119767999945907,None,15,2,62,2,,,,,170.3568876999925,,170.35167289999663,170.3568876999925,171.34288060000108,171.34288060000108,171.34288060000108,171.34288060000108,171.3502002000023,172.34276109999337,172.34276109999337,172.76085399999283,c,1,0.4119767999945907,None,,,,,048011,001,2025-10-05_22h24.32.993,Motor Learning,2024.2.4,144.09388007182923,2025-10-05 22h25.27.352506 +0530,
