pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,Fixation.started,Line_1.started,Line_2.started,Line_3.started,Line_4.started,Fixation.stopped,Probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
50,c,10,2,2,c,1,0.34090339997783303,None,2,2,10,2,,,,,26.7220960999839,,26.714353000046685,26.7220960999839,27.7140407001134,27.7140407001134,27.7140407001134,27.7140407001134,27.722699800040573,28.7075821000617,28.7075821000617,29.062221700092778,c,1,0.34090339997783303,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-150,z,11,3,2,z,1,0.2598239998333156,None,2,3,11,3,,,,,29.075434600003064,,29.062788899987936,29.075434600003064,30.06866450002417,30.06866450002417,30.06866450002417,30.06866450002417,30.082199500175193,31.068458900088444,31.068458900088444,31.33331950008869,z,1,0.2598239998333156,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-50,x,12,0,3,x,1,0.28374839993193746,None,3,0,12,0,,,,,31.345674300100654,,31.333805800182745,31.345674300100654,32.33270200015977,32.33270200015977,32.33270200015977,32.33270200015977,32.34615740017034,33.33963629999198,33.33963629999198,33.62501509999856,x,1,0.28374839993193746,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
150,v,13,1,3,v,1,0.43616920011118054,None,3,1,13,1,,,,,33.63794829999097,,33.62542340019718,33.63794829999097,34.62401170004159,34.62401170004159,34.62401170004159,34.62401170004159,34.63314060005359,35.61850780015811,35.61850780015811,36.0552743000444,v,1,0.43616920011118054,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
50,c,14,2,3,c,1,0.25496049993671477,None,3,2,14,2,,,,,36.068533200072125,,36.05565530015156,36.068533200072125,37.06190020008944,37.06190020008944,37.06190020008944,37.06190020008944,37.07543550012633,38.06148220016621,38.06148220016621,38.31852760002948,c,1,0.25496049993671477,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-150,z,15,3,3,z,1,0.2660856998991221,None,3,3,15,3,,,,,38.32624850003049,,38.318712500156835,38.32624850003049,39.318547800183296,39.318547800183296,39.318547800183296,39.318547800183296,39.332656800048426,40.31900990009308,40.31900990009308,40.592171100201085,z,1,0.2660856998991221,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-50,x,16,0,4,x,1,0.3068649999331683,None,4,0,16,0,,,,,40.604867100017145,,40.59266670001671,40.604867100017145,41.589639300014824,41.589639300014824,41.589639300014824,41.589639300014824,41.60351060004905,42.59657660010271,42.59657660010271,42.909836100181565,x,1,0.3068649999331683,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
150,v,17,1,4,v,1,0.1819434999488294,None,4,1,17,1,,,,,42.9223917000927,,42.910415900172666,42.9223917000927,43.90889580012299,43.90889580012299,43.90889580012299,43.90889580012299,43.91758450004272,44.90924379997887,44.90924379997887,45.09664690005593,v,1,0.1819434999488294,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
50,c,18,2,4,c,1,0.3081128001213074,None,4,2,18,2,,,,,45.1052833001595,,45.096921500051394,45.1052833001595,46.0978490000125,46.0978490000125,46.0978490000125,46.0978490000125,46.0978490000125,47.096282000187784,47.096282000187784,47.40997890010476,c,1,0.3081128001213074,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-150,z,19,3,4,z,1,0.36289150011725724,None,4,3,19,3,,,,,47.423263400094584,,47.41065440000966,47.423263400094584,48.409221100155264,48.409221100155264,48.409221100155264,48.409221100155264,48.423214400187135,49.41632860014215,49.41632860014215,49.791931700194255,z,1,0.36289150011725724,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-50,x,20,0,5,x,1,0.27006000000983477,None,5,0,20,0,,,,,49.8048353001941,,49.79262450011447,49.8048353001941,50.79289979999885,50.79289979999885,50.79289979999885,50.79289979999885,50.80504190013744,51.79105200013146,51.79105200013146,52.069718500133604,x,1,0.27006000000983477,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
150,v,21,1,5,v,1,0.22471249988302588,None,5,1,21,1,,,,,52.08279370004311,,52.07015410019085,52.08279370004311,53.06904920004308,53.06904920004308,53.06904920004308,53.06904920004308,53.08323250012472,54.06899080006406,54.06899080006406,54.30559210013598,v,1,0.22471249988302588,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
