pos,corr_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,trial.started,Fixation.started,Line_1.started,Line_2.started,Line_3.started,Line_4.started,Fixation.stopped,Probe.started,key_resp.started,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials_2.key_resp.keys,trials_2.key_resp.corr,trials_2.key_resp.rt,trials_2.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
50,c,22,2,5,c,1,0.2518591000698507,None,5,2,22,2,,,,,54.31869060010649,,54.306266100145876,54.31869060010649,55.30487530003302,55.30487530003302,55.30487530003302,55.30487530003302,55.313829000107944,56.30493520013988,56.30493520013988,56.562456800136715,c,1,0.2518591000698507,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-150,z,23,3,5,z,1,0.23626899998635054,None,5,3,23,3,,,,,56.57612620014697,,56.562889700056985,56.57612620014697,57.562115099979565,57.562115099979565,57.562115099979565,57.562115099979565,57.57548660016619,58.569047700148076,58.569047700148076,58.81291120010428,z,1,0.23626899998635054,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-50,x,24,0,6,x,1,0.20493609993718565,None,6,0,24,0,,,,,58.82599170017056,,58.81340410001576,58.82599170017056,59.81932420004159,59.81932420004159,59.81932420004159,59.81932420004159,59.83299810020253,60.811008900171146,60.811008900171146,61.02707770001143,x,1,0.20493609993718565,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
150,v,25,1,6,v,1,0.2623742001596838,None,6,1,25,1,,,,,61.03491420019418,,61.02734400006011,61.03491420019418,62.027411699993536,62.027411699993536,62.027411699993536,62.027411699993536,62.036047000205144,63.02837700000964,63.02837700000964,63.298688100185245,v,1,0.2623742001596838,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
50,c,26,2,6,c,1,0.1917805999983102,None,6,2,26,2,,,,,63.312026400119066,,63.29929740005173,63.312026400119066,64.30517720011994,64.30517720011994,64.30517720011994,64.30517720011994,64.31361960014328,65.29966950020753,65.29966950020753,65.49605130008422,c,1,0.1917805999983102,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-150,z,27,3,6,z,1,0.337800299981609,None,6,3,27,3,,,,,65.50865810015239,,65.49647560017183,65.50865810015239,66.49275270011276,66.49275270011276,66.49275270011276,66.49275270011276,66.50640409998596,67.49959210003726,67.49959210003726,67.84056010004133,z,1,0.337800299981609,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-50,x,28,0,7,x,1,0.22413029987365007,None,7,0,28,0,,,,,67.85403809999116,,67.84103410015814,67.85403809999116,68.83449789998122,68.83449789998122,68.83449789998122,68.83449789998122,68.860483400058,69.84659720002674,69.84659720002674,70.07584600010887,x,1,0.22413029987365007,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
150,v,29,1,7,v,1,0.2537510998081416,None,7,1,29,1,,,,,70.08414440019988,,70.07616150006652,70.08414440019988,71.0760581002105,71.0760581002105,71.0760581002105,71.0760581002105,71.09014310012572,72.07614620006643,72.07614620006643,72.3406070000492,v,1,0.2537510998081416,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
50,c,30,2,7,c,1,0.23209639987908304,None,7,2,30,2,,,,,72.35469970013946,,72.34113020007499,72.35469970013946,73.34026610013098,73.34026610013098,73.34026610013098,73.34026610013098,73.35390920005739,74.34722280013375,74.34722280013375,74.58370130020194,c,1,0.23209639987908304,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-150,z,31,3,7,z,1,0.2772762000095099,None,7,3,31,3,,,,,74.5968413001392,,74.58424610015936,74.5968413001392,75.58366450015455,75.58366450015455,75.58366450015455,75.58366450015455,75.59695730009116,76.58300600014627,76.58300600014627,76.86264230008237,z,1,0.2772762000095099,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-50,x,32,0,8,x,1,0.2360920999199152,None,8,0,32,0,,,,,76.87469210010022,,76.8629976999946,76.87469210010022,77.85422189999372,77.85422189999372,77.85422189999372,77.85422189999372,77.86823580018245,78.86107480013743,78.86107480013743,79.10508420015685,x,1,0.2360920999199152,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
150,v,33,1,8,v,1,0.24449599999934435,None,8,1,33,1,,,,,79.11776930000633,,79.10589010012336,79.11776930000633,80.10381600004621,80.10381600004621,80.10381600004621,80.10381600004621,80.11266129999422,81.09757570014335,81.09757570014335,81.35399700002745,v,1,0.24449599999934435,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
50,c,34,2,8,c,1,0.19611479993909597,None,8,2,34,2,,,,,81.36125090019777,,81.35440489999019,81.36125090019777,82.35498310020193,82.35498310020193,82.35498310020193,82.35498310020193,82.35498310020193,83.35372090013698,83.35372090013698,83.56256390013732,c,1,0.19611479993909597,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-150,z,35,3,8,z,1,0.255046300124377,None,8,3,35,3,,,,,83.5709927000571,,83.5629797000438,83.5709927000571,84.55675520002842,84.55675520002842,84.55675520002842,84.55675520002842,84.56894310005009,85.56241170014255,85.56241170014255,85.81936830002815,z,1,0.255046300124377,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-50,x,36,0,9,x,1,0.25948920007795095,None,9,0,36,0,,,,,85.8332646000199,,85.81975390017033,85.8332646000199,86.82091890019365,86.82091890019365,86.82091890019365,86.82091890019365,86.83294060011394,87.82626230013557,87.82626230013557,88.09059020015411,x,1,0.25948920007795095,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
150,v,37,1,9,v,1,0.23428149987012148,None,9,1,37,1,,,,,88.10372010013089,,88.09105280018412,88.10372010013089,89.09083150001243,89.09083150001243,89.09083150001243,89.09083150001243,89.10426659998484,90.09722520015202,90.09722520015202,90.34045150014572,v,1,0.23428149987012148,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
50,c,38,2,9,c,1,0.26112819998525083,None,9,2,38,2,,,,,90.35447430005297,,90.34091510018334,90.35447430005297,91.34039760008454,91.34039760008454,91.34039760008454,91.34039760008454,91.3541537001729,92.34043610002846,92.34043610002846,92.6114728001412,c,1,0.26112819998525083,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-150,z,39,3,9,z,1,0.3827889000531286,None,9,3,39,3,,,,,92.61973410006613,,92.61192030017264,92.61973410006613,93.61139230011031,93.61139230011031,93.61139230011031,93.61139230011031,93.62494570016861,94.61103640007786,94.61103640007786,95.00075520016253,z,1,0.3827889000531286,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-50,x,40,0,10,x,1,0.30186739983037114,None,10,0,40,0,,,,,95.01364720007405,,95.0012474001851,95.01364720007405,95.999867600156,95.999867600156,95.999867600156,95.999867600156,96.00853850017302,96.99930580006912,96.99930580006912,97.3107319001574,x,1,0.30186739983037114,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
150,v,41,1,10,v,1,0.23945189989171922,None,10,1,41,1,,,,,97.32118940004148,,97.3112143999897,97.32118940004148,98.319649200188,98.319649200188,98.319649200188,98.319649200188,98.319649200188,99.31262510013767,99.31262510013767,99.56364870001562,v,1,0.23945189989171922,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
50,c,42,2,10,c,1,0.20193119999021292,None,10,2,42,2,,,,,99.57653330010362,,99.56409850018099,99.57653330010362,100.55673389998265,100.55673389998265,100.55673389998265,100.55673389998265,100.58353800000623,101.56267270003445,101.56267270003445,101.77149399998598,c,1,0.20193119999021292,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-150,z,43,3,10,z,1,0.2983786999247968,None,10,3,43,3,,,,,101.78512980020605,,101.77192460000515,101.78512980020605,102.77096820017323,102.77096820017323,102.77096820017323,102.77096820017323,102.78481160011142,103.77765260008164,103.77765260008164,104.07874490018003,z,1,0.2983786999247968,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-50,x,44,0,11,x,1,0.19743330008350313,None,11,0,44,0,,,,,104.09023230010644,,104.07931120018475,104.09023230010644,105.07598660001531,105.07598660001531,105.07598660001531,105.07598660001531,105.08443940011784,106.08298790012486,106.08298790012486,106.28528880001977,x,1,0.19743330008350313,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
150,v,45,1,11,v,1,0.23531500017270446,None,11,1,45,1,,,,,106.2987764000427,,106.28579930006526,106.2987764000427,107.28498820005916,107.28498820005916,107.28498820005916,107.28498820005916,107.2988786001224,108.28500240016729,108.28500240016729,108.52899920009077,v,1,0.23531500017270446,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
50,c,46,2,11,c,1,0.2554181001614779,None,11,2,46,2,,,,,108.54152650013566,,108.52936100005172,108.54152650013566,109.5281637001317,109.5281637001317,109.5281637001317,109.5281637001317,109.54114850005135,110.52824540017173,110.52824540017173,110.79207920003682,c,1,0.2554181001614779,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-150,z,47,3,11,z,1,0.287210299866274,None,11,3,47,3,,,,,110.80007850006223,,110.79239790001884,110.80007850006223,111.79191150004044,111.79191150004044,111.79191150004044,111.79191150004044,111.80095569998957,112.79905130015686,112.79905130015686,113.09896100009792,z,1,0.287210299866274,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-50,x,48,0,12,x,1,0.2407627000939101,None,12,0,48,0,,,,,113.11129290005192,,113.09972729999572,113.11129290005192,114.09752710000612,114.09752710000612,114.09752710000612,114.09752710000612,114.11124840006232,115.0979339000769,115.0979339000769,115.3411334999837,x,1,0.2407627000939101,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
150,v,49,1,12,v,1,0.06180489994585514,None,12,1,49,1,,,,,115.35514110000804,,115.34153740014881,115.35514110000804,116.34026710013859,116.34026710013859,116.34026710013859,116.34026710013859,116.34898200002499,117.34045120002702,117.34045120002702,117.41101819998585,v,1,0.06180489994585514,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
50,c,50,2,12,c,1,0.1935635998379439,None,12,2,50,2,,,,,117.42378150019795,,117.41180890006945,117.42378150019795,118.41671740007587,118.41671740007587,118.41671740007587,118.41671740007587,118.42553260014392,119.40951240016147,119.40951240016147,119.60595030011609,c,1,0.1935635998379439,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-150,z,51,3,12,z,1,0.238740999950096,None,12,3,51,3,,,,,119.61836680001579,,119.60706920013763,119.61836680001579,120.61186540010385,120.61186540010385,120.61186540010385,120.61186540010385,120.62540600006469,121.60514290002175,121.60514290002175,121.85551760019735,z,1,0.238740999950096,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-50,x,52,0,13,x,1,0.24700829992070794,None,13,0,52,0,,,,,121.86813340010121,,121.8559358001221,121.86813340010121,122.8546590001788,122.8546590001788,122.8546590001788,122.8546590001788,122.86874290020205,123.85448219999671,123.85448219999671,124.11142840003595,x,1,0.24700829992070794,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
150,v,53,1,13,v,1,0.20655809994786978,None,13,1,53,1,,,,,124.11965120001696,,124.1119080001954,124.11965120001696,125.11159140011296,125.11159140011296,125.11159140011296,125.11159140011296,125.12564400001429,126.10568470018916,126.10568470018916,126.3207829000894,v,1,0.20655809994786978,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
50,c,54,2,13,c,1,0.19459890015423298,None,13,2,54,2,,,,,126.33396290009841,,126.3212733999826,126.33396290009841,127.31404490000568,127.31404490000568,127.31404490000568,127.31404490000568,127.33561160019599,128.32657730020583,128.32657730020583,128.5356593001634,c,1,0.19459890015423298,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-150,z,55,3,13,z,1,0.2530056999530643,None,13,3,55,3,,,,,128.54844130016863,,128.536336600082,128.54844130016863,129.53524860017933,129.53524860017933,129.53524860017933,129.53524860017933,129.55005219997838,130.53467060020193,130.53467060020193,130.79282249999233,z,1,0.2530056999530643,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-50,x,56,0,14,x,1,0.2441588998772204,None,14,0,56,0,,,,,130.80613910011016,,130.79359580017626,130.80613910011016,131.79926950018853,131.79926950018853,131.79926950018853,131.79926950018853,131.81303520011716,132.79912029998377,132.79912029998377,133.0572699001059,x,1,0.2441588998772204,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
150,v,57,1,14,v,1,0.20552359987050295,None,14,1,57,1,,,,,133.06994240009226,,133.05825370014645,133.06994240009226,134.05061869998462,134.05061869998462,134.05061869998462,134.05061869998462,134.07719860016368,135.06315500009805,135.06315500009805,135.27862770017236,v,1,0.20552359987050295,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
50,c,58,2,14,c,1,0.22868469986133277,None,14,2,58,2,,,,,135.29173530009575,,135.27909570001066,135.29173530009575,136.27329570008442,136.27329570008442,136.27329570008442,136.27329570008442,136.29918360011652,137.27897670003586,137.27897670003586,137.50863649998792,c,1,0.22868469986133277,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-150,z,59,3,14,z,1,0.27278450015001,None,14,3,59,3,,,,,137.5207194001414,,137.50933340005577,137.5207194001414,138.50769680016674,138.50769680016674,138.50769680016674,138.50769680016674,138.52206350001507,139.50703540001996,139.50703540001996,139.79308710014448,z,1,0.27278450015001,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-50,x,60,0,15,x,1,0.22135060001164675,None,15,0,60,0,,,,,139.8065918001812,,139.7935841002036,139.8065918001812,140.79939370020293,140.79939370020293,140.79939370020293,140.79939370020293,140.81300720013678,141.7992147000041,141.7992147000041,142.02272040001117,x,1,0.22135060001164675,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
150,v,61,1,15,v,1,0.25599049986340106,None,15,1,61,1,,,,,142.03552819998004,,142.02318920008838,142.03552819998004,143.02851069997996,143.02851069997996,143.02851069997996,143.02851069997996,143.04218220012262,144.0213551002089,144.0213551002089,144.27985400008038,v,1,0.25599049986340106,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
50,c,62,2,15,c,1,0.24118550005368888,None,15,2,62,2,,,,,144.292226199992,,144.2803799000103,144.292226199992,145.2854862001259,145.2854862001259,145.2854862001259,145.2854862001259,145.29892480000854,146.27874390012585,146.27874390012585,146.5228577000089,c,1,0.24118550005368888,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-150,z,63,3,15,z,1,0.26952309999614954,None,15,3,63,3,,,,,146.5353441000916,,146.5236564001534,146.5353441000916,147.5214541000314,147.5214541000314,147.5214541000314,147.5214541000314,147.5355884002056,148.52160450001247,148.52160450001247,148.8003117002081,z,1,0.26952309999614954,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-50,x,64,0,16,x,1,0.25201840000227094,None,16,0,64,0,,,,,148.8135238001123,,148.8010900001973,148.8135238001123,149.79950299998745,149.79950299998745,149.79950299998745,149.79950299998745,149.81349810003303,150.80608380003832,150.80608380003832,151.07036650017835,x,1,0.25201840000227094,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
150,v,65,1,16,v,1,0.2631202000193298,None,16,1,65,1,,,,,151.07854820019566,,151.0708856000565,151.07854820019566,152.07004900020547,152.07004900020547,152.07004900020547,152.07004900020547,152.07872540014796,153.0772648002021,153.0772648002021,153.34919119998813,v,1,0.2631202000193298,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
50,c,66,2,16,c,1,0.32035610009916127,None,16,2,66,2,,,,,153.3617390000727,,153.34954950003885,153.3617390000727,154.35496470006183,154.35496470006183,154.35496470006183,154.35496470006183,154.3687464001123,155.34792440012097,155.34792440012097,155.66935330000706,c,1,0.32035610009916127,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-150,z,67,3,16,z,1,0.27193399984389544,None,16,3,67,3,,,,,155.68134660017677,,155.66967270011082,155.68134660017677,156.6745583000593,156.6745583000593,156.6745583000593,156.6745583000593,156.6882139001973,157.66756580001675,157.66756580001675,157.94585020001978,z,1,0.27193399984389544,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-50,x,68,0,17,x,1,0.10937749990262091,None,17,0,68,0,,,,,157.95927150011994,,157.94630800001323,157.95927150011994,158.94515310018323,158.94515310018323,158.94515310018323,158.94515310018323,158.95381880016066,159.95259460015222,159.95259460015222,160.07049660012126,x,1,0.10937749990262091,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
150,v,69,1,17,v,1,0.22672230005264282,None,17,1,69,1,,,,,160.08449190016836,,160.07097950018942,160.08449190016836,161.07001100014895,161.07001100014895,161.07001100014895,161.07001100014895,161.08426060015336,162.07719300012104,162.07719300012104,162.31366360001266,v,1,0.22672230005264282,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
50,c,70,2,17,c,1,0.21054959995672107,None,17,2,70,2,,,,,162.3273706000764,,162.31411819998175,162.3273706000764,163.31356430007145,163.31356430007145,163.31356430007145,163.31356430007145,163.32741110003553,164.31367860012688,164.31367860012688,164.53660470014438,c,1,0.21054959995672107,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-150,z,71,3,17,z,1,0.25113540003076196,None,17,3,71,3,,,,,164.54968900000677,,164.53715590015054,164.54968900000677,165.53569950000383,165.53569950000383,165.53569950000383,165.53569950000383,165.5491808000952,166.54233060008846,166.54233060008846,166.80044280015863,z,1,0.25113540003076196,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-50,x,72,0,18,x,1,0.25799389998428524,None,18,0,72,0,,,,,166.81369790015742,,166.80116230016574,166.81369790015742,167.7994372001849,167.7994372001849,167.7994372001849,167.7994372001849,167.80801949999295,168.79938370012678,168.79938370012678,169.07091350015253,x,1,0.25799389998428524,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
150,v,73,1,18,v,1,0.3012938001193106,None,18,1,73,1,,,,,169.08440370019525,,169.0714175000321,169.08440370019525,170.07051470014267,170.07051470014267,170.07051470014267,170.07051470014267,170.08468520012684,171.0706753002014,171.0706753002014,171.37741610012017,v,1,0.3012938001193106,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
50,c,74,2,18,c,1,0.20447290013544261,None,18,2,74,2,,,,,171.3901441001799,,171.3786173001863,171.3901441001799,172.3780247999821,172.3780247999821,172.3780247999821,172.3780247999821,172.3898920000065,173.38286550017074,173.38286550017074,173.5989287002012,c,1,0.20447290013544261,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-150,z,75,3,18,z,1,0.24708420014940202,None,18,3,75,3,,,,,173.61221590009518,,173.59955290006474,173.61221590009518,174.59858690015972,174.59858690015972,174.59858690015972,174.59858690015972,174.61195030016825,175.60014200001024,175.60014200001024,175.85014240001328,z,1,0.24708420014940202,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-50,x,76,0,19,x,1,0.2477289999369532,None,19,0,76,0,,,,,175.86204829998314,,175.85056560020894,175.86204829998314,176.85554410004988,176.85554410004988,176.85554410004988,176.85554410004988,176.86936190002598,177.85587249998935,177.85587249998935,178.11237540002912,x,1,0.2477289999369532,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
150,v,77,1,19,v,1,0.23623709985986352,None,19,1,77,1,,,,,178.12548630009405,,178.11273630009964,178.12548630009405,179.1121965001803,179.1121965001803,179.1121965001803,179.1121965001803,179.12627150001936,180.11233240016736,180.11233240016736,180.3633302000817,v,1,0.23623709985986352,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
50,c,78,2,19,c,1,0.2579191999975592,None,19,2,78,2,,,,,180.37621330004185,,180.36402090010233,180.37621330004185,181.3617238001898,181.3617238001898,181.3617238001898,181.3617238001898,181.36995210009627,182.3691534001846,182.3691534001846,182.63369909999892,c,1,0.2579191999975592,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-150,z,79,3,19,z,1,0.24882160010747612,None,19,3,79,3,,,,,182.6471121001523,,182.63422650005668,182.6471121001523,183.6284483000636,183.6284483000636,183.6284483000636,183.6284483000636,183.6485294001177,184.63365250010975,184.63365250010975,184.89054520009086,z,1,0.24882160010747612,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-50,x,80,0,20,x,1,0.22395110013894737,None,20,0,80,0,,,,,184.9038708000444,,184.89093410014175,184.9038708000444,185.89728360017762,185.89728360017762,185.89728360017762,185.89728360017762,185.91095220018178,186.88419140013866,186.88419140013866,187.11358050000854,x,1,0.22395110013894737,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
150,v,81,1,20,v,1,0.24196219979785383,None,20,1,81,1,,,,,187.12552640005015,,187.11378810019232,187.12552640005015,188.1123183001764,188.1123183001764,188.1123183001764,188.1123183001764,188.12629090016708,189.11260460014455,189.11260460014455,189.3561352000106,v,1,0.24196219979785383,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
50,c,82,2,20,c,1,0.2389728999696672,None,20,2,82,2,,,,,189.3694837000221,,189.35656179999933,189.3694837000221,190.35572009999305,190.35572009999305,190.35572009999305,190.35572009999305,190.3698521000333,191.35540240001865,191.35540240001865,191.60584120010026,c,1,0.2389728999696672,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-150,z,83,3,20,z,1,0.2399240001104772,None,20,3,83,3,,,,,191.61382670002058,,191.6062923001591,191.61382670002058,192.60576210008003,192.60576210008003,192.60576210008003,192.60576210008003,192.61942090000957,193.60625220020302,193.60625220020302,193.85629340005107,z,1,0.2399240001104772,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
-50,x,84,0,21,x,1,0.3009384998586029,None,21,0,84,0,,,,,193.8693777001463,,193.8567402001936,193.8693777001463,194.84875260014087,194.84875260014087,194.84875260014087,194.84875260014087,194.86270240019076,195.86271190014668,195.86271190014668,196.17547770007513,x,1,0.3009384998586029,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
150,v,85,1,21,v,1,0.1737363999709487,None,21,1,85,1,,,,,196.18884479999542,,196.1759099001065,196.18884479999542,197.17517150007188,197.17517150007188,197.17517150007188,197.17517150007188,197.1890281001106,198.17474679998122,198.17474679998122,198.35050650010817,v,1,0.1737363999709487,None,,,,,04,001,2025-10-02_11h26.52.613,Motor Sequential Learning,,2025.1.1,72.94887807643727,2025-10-02 11h26.58.698852 +0530,
