stairs.thisTrialN,stairs.stepSize,stairs.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stairs.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
175,0.5,1.0,230.09173909993842,,230.08685319987126,230.09173909993842,230.5779059000779,230.5779059000779,230.58475239994004,230.86941869999282,231.0519763000775,right,1.0,1,1,0.47109160013496876,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
176,0.5,1.0,231.05705629987642,,231.05218179989606,231.05705629987642,231.54325499990955,231.54325499990955,231.55024949996732,231.8346959000919,232.2732865998987,left,-1.0,1,1,0.7262216000817716,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
177,0.5,1.0,232.27895749988966,,232.27350479993038,232.27895749988966,232.76536850002594,232.76536850002594,232.7723135999404,233.0567890999373,233.6762713000644,right,1.0,1,1,0.9039094001054764,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
178,0.5,1.0,233.68154640006833,,233.67649940005504,233.68154640006833,234.16774319997057,234.16774319997057,234.17524609994143,234.45912189991213,235.65501639992,left,-1.0,0,0,1.4833745998330414,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
179,0.5,1.5,235.66035109991208,,235.6552506000735,235.66035109991208,236.14666790002957,236.14666790002957,236.15358630008996,236.43818709999323,237.22417460009456,left,-1.5,1,1,1.0702814999967813,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
180,0.5,1.5,237.22979229991324,,237.22440379997715,237.22979229991324,237.7158902999945,237.7158902999945,237.7229710998945,238.00714590004645,238.3498472000938,right,1.5,1,1,0.6294815000146627,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
181,0.5,1.5,238.35442960006185,,238.3501241998747,238.35442960006185,238.8408842999488,238.8408842999488,238.84774139989167,239.13223250000738,239.51558250002563,right,1.5,1,1,0.6711416998878121,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
182,0.5,1.0,239.5209971999284,,239.5158223998733,239.5209971999284,240.00729179987684,240.00729179987684,240.0141485000495,240.29882899997756,240.7517405000981,left,-1.0,1,1,0.7375638999510556,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
183,0.5,1.0,240.75685009988956,,240.75196200003847,240.75685009988956,241.24317559995688,241.24317559995688,241.25011870008893,241.5347652998753,243.16109400009736,left,-1.0,0,0,1.9120618000160903,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
184,0.5,1.5,243.16624519997276,,243.1613191999495,243.16624519997276,243.65250100009143,243.65250100009143,243.65950389998034,243.94377680006437,244.43142009992152,left,-1.5,1,1,0.7741449999157339,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
185,0.5,1.5,244.43673800001852,,244.431782099884,244.43673800001852,244.92318919999525,244.92318919999525,244.93010340002365,245.21472309995443,245.49409270007163,left,-1.5,1,1,0.5640398000832647,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
186,0.5,1.5,245.49927209992893,,245.4943353999406,245.49927209992893,245.98564599989913,245.98564599989913,245.99261859990656,246.27703480003402,246.57016719994135,right,1.5,1,1,0.5798746000509709,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
187,0.5,1.0,246.57556280004792,,246.57039700006135,246.57556280004792,247.06188920000568,247.06188920000568,247.06859369995072,247.35330999991857,247.69531359989196,right,1.0,1,1,0.6267037000507116,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
188,0.5,1.0,247.70025169989094,,247.69556979998015,247.70025169989094,248.1865612999536,248.1865612999536,248.19351290003397,248.4782028000336,248.96585269994102,left,-1.0,1,1,0.7734916000626981,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
189,0.5,1.0,248.97097850008868,,248.96607799991034,248.97097850008868,249.45730199990794,249.45730199990794,249.46407649992034,249.74881589994766,250.27771990001202,right,1.0,1,1,0.8179706998635083,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
190,0.5,1.0,250.2833457000088,,250.27794599998742,250.2833457000088,250.76963869994506,250.76963869994506,250.7765601000283,251.06117339991033,251.34757609991357,right,1.0,1,1,0.5760391999501735,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
191,0.5,1.0,251.35268860007636,,251.34781519998796,251.35268860007636,251.8389787999913,251.8389787999913,251.84595709992573,252.1301778999623,252.43719319999218,left,-1.0,1,1,0.591772599844262,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
192,0.5,1.0,252.44270940008573,,252.4374255000148,252.44270940008573,252.92902319994755,252.92902319994755,252.93599210004322,253.2202707999386,253.5970739000477,right,1.0,1,1,0.6647548000328243,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
193,0.5,1.0,253.6022902999539,,253.59728590003215,253.6022902999539,254.08846329990774,254.08846329990774,254.09538630000316,254.3799312999472,254.63867100002244,left,-1.0,1,1,0.5427574999630451,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
194,0.5,1.0,254.6437826999463,,254.63888329989277,254.6437826999463,255.1301043999847,255.1301043999847,255.13707960001193,255.4215843998827,255.5832078999374,right,1.0,1,1,0.45104270009323955,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
195,0.5,1.0,255.58812389988452,,255.58343799994327,255.58812389988452,256.0744131000247,256.0744131000247,256.08127179997973,256.3657867000438,256.86707719997503,left,-1.0,1,1,0.7879956001415849,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
196,0.5,1.0,256.8727661999874,,256.86731019988656,256.8727661999874,257.3589989000466,257.3589989000466,257.36594859999605,257.6501791998744,258.3943570998963,left,-1.0,0,0,1.0280567998997867,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
197,0.5,1.5,258.40029140003026,,258.3945732000284,258.40029140003026,258.8864539999049,258.8864539999049,258.89348410000093,259.1777786000166,259.73466539988294,right,1.5,1,1,0.8411697000265121,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
198,0.5,1.5,259.7404209000524,,259.73492050007917,259.7404209000524,260.22673680004664,260.22673680004664,260.23348119994625,260.51789440005086,262.7341972000431,right,1.5,1,1,2.5004336999263614,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
199,0.5,1.5,262.7402411000803,,262.7344257000368,262.7402411000803,263.2260195999406,263.2260195999406,263.2332416998688,263.5175483999774,263.92170770000666,right,1.5,1,1,0.68883359991014,369261,001,2025-08-28_10h22.21.260,staircase,2024.2.4,143.84949890641897,2025-08-28 10h22.29.503682 +0530,
